"183762","099999","0.0","480.0","0.425","0.19642858","0.0","0.0","0.0"
"183819","09999","2.0","480.0","0.5625","0.21428573","0.0","0.0","0.0"
"183832","099999","3.5453591","480.0","0.5625","0.21428573","131.96773","-0.13805535","0.0"
"183837","09999","4.0","480.0","0.575","0.21428573","0.0","0.0","0.0"
"183850","0","8.096658","480.0","0.58750004","0.21428573","374.283","-0.043539703","0.0"
"183866","099999","11.524633","480.0","0.6","0.21428573","287.27246","-0.0025579187","0.0"
"183869","09999","12.0","480.0","0.6","0.21428573","0.0","0.0","0.0"
"183882","0","16.069786","480.0","0.6125","0.23214287","279.2035","-0.0034144858","0.0"
"183899","0","20.027443","480.0","0.625","0.25","272.27985","-0.0053246277","0.0"
"183915","0","25.011877","480.0","0.6375","0.25","289.64902","0.017222537","0.0"
"183932","0","30.107065","480.0","0.65000004","0.25","300.23093","-0.018577097","0.0"
"183949","0","36.122627","480.0","0.6625","0.25","346.85446","0.008419334","0.0"
"183965","0","45.2379","480.0","0.675","0.23214287","448.2733","0.012352019","0.0"
"183982","0","59.12713","478.48727","0.6875","0.25","704.7774","-36.7809","0.0"
"183999","0","84.96048","478.0","0.6875","0.25","1207.2402","-69.483","0.0"
"184016","0","112.52332","478.0","0.7","0.25","1819.4613","-55.20361","0.0"
"184032","0","138.0229","479.0","0.7","0.26785716","2087.3926","17.563368","0.0"
"184049","0","163.57135","480.0","0.71250004","0.26785716","1945.5608","92.3904","0.0"
"184066","0","187.98276","482.07428","0.71250004","0.26785716","1604.6147","133.39915","0.0"
"184083","0","214.57832","484.0","0.71250004","0.26785716","1464.638","161.56314","0.0"
"184099","0","242.19626","486.514","0.71250004","0.26785716","1570.2322","171.1335","0.0"
"184116","0","269.17078","489.0","0.71250004","0.26785716","1673.5515","183.59657","0.0"
"184132","0","297.13348","491.01907","0.71250004","0.26785716","1721.3031","155.40767","0.0"
"184149","0","326.2156","493.5477","0.71250004","0.26785716","1739.4841","144.49715","0.0"
"184165","0","357.9242","496.5283","0.71250004","0.26785716","1835.166","166.87239","0.0"
"184182","0","389.3358","499.0","0.71250004","0.26785716","1948.7343","169.68983","0.0"
"184198","0","419.20984","501.54733","0.71250004","0.26785716","1963.746","168.60562","0.0"
"184215","0","448.24734","505.115","0.71250004","0.26785716","1863.2823","174.99327","0.0"
"184232","0","472.39606","510.066","0.71250004","0.26785716","1615.3314","245.06923","0.0"
"184249","0","497.32825","511.52734","0.71250004","0.26785716","1402.6157","235.02242","0.0"
"184266","0","519.5697","514.11395","0.71250004","0.26785716","1263.1262","175.1581","0.0"
"184282","0","538.0617","516.56244","0.71250004","0.26785716","1112.458","118.95021","0.0"
"184298","0","555.56616","519.5073","0.71250004","0.26785716","973.7039","108.07395","0.0"
"184316","0","573.2578","521.06445","0.71250004","0.26785716","905.895","114.46665","0.0"
"184332","0","587.32184","523.55365","0.71250004","0.26785716","809.2672","146.36104","0.0"
"184349","0","599.72766","526.06506","0.71250004","0.26785716","722.458","122.07036","0.0"
"184366","0","612.70526","528.5293","0.71250004","0.26785716","658.0845","147.0137","0.0"
"184382","0","625.20044","531.06683","0.71250004","0.26785716","628.20087","151.59859","0.0"
"184398","0","638.16016","534.0","0.71250004","0.26785716","679.3646","183.30258","0.0"
"184415","0","651.1323","535.0","0.71250004","0.26785716","764.21094","135.11516","0.0"
"184432","0","663.131","536.52185","0.71250004","0.26785716","761.0047","77.305695","0.0"
"184448","0","675.1302","538.52167","0.71250004","0.26785716","727.1641","67.582695","0.0"
"184465","0","688.8143","541.5449","0.71250004","0.26785716","741.97473","108.30009","0.0"
"184483","0","702.14746","544.5246","0.71250004","0.26785716","791.02594","186.28896","0.0"
"184498","0","713.7963","546.55927","0.71250004","0.26785716","792.6998","201.96954","0.0"
"184516","0","722.3549","547.471","0.71250004","0.26785716","659.8567","124.02461","0.0"
"184532","0","732.1192","550.05963","0.71250004","0.26785716","517.8228","79.72053","0.0"
"184548","0","740.3218","553.1609","0.71250004","0.26785716","413.04126","109.46612","0.0"
"184566","0","748.32086","556.1604","0.71250004","0.26785716","404.44147","177.99629","0.0"
"184582","0","756.83954","559.1358","0.71250004","0.26785716","437.27182","222.9863","0.0"
"184598","0","764.5773","562.0515","0.71250004","0.26785716","471.04858","215.19449","0.0"
"184615","0","770.1472","564.5736","0.71250004","0.26785716","405.86053","172.32658","0.0"
"184631","099999","772.57495","566.57495","0.71250004","0.2857143","252.48804","136.84537","0.0"
