"1548528221200","-22"
"1548528221201","0"
"1548528221202","-22"
"1548528221203","0"
"1548528221221","-22"
"1548528221222","0"
"1548528221223","-22"
"1548528221224","0"
"1548528221235","-22"
"1548528221236","0"
"1548528221237","-22"
"1548528221238","0"
"1548528221249","-22"
"1548528221250","0"
"1548528221251","-22"
"1548528221252","0"
"1548528221258","-22"
"1548528221259","0"
"1548528221260","-22"
"1548528221261","0"
"1548528221270","-22"
"1548528221271","0"
"1548528221272","-22"
"1548528221273","0"
"1548528221277","-22"
"1548528221278","0"
"1548528221279","-22"
"1548528221280","0"
"1548528221288","-22"
"1548528221289","0"
"1548528221290","-22"
"1548528221291","0"
"1548528221294","-22"
"1548528221295","0"
"1548528221296","-22"
"1548528221297","0"
"1548528221304","-22"
"1548528221305","0"
"1548528221306","-22"
"1548528221307","0"
"1548528221310","-22"
"1548528221311","0"
"1548528221312","-22"
"1548528221313","0"
"1548528221319","-22"
"1548528221320","0"
"1548528221321","-22"
"1548528221322","0"
"1548528221325","-22"
"1548528221326","0"
"1548528221327","-22"
"1548528221328","0"
"1548528221333","-22"
"1548528221334","0"
"1548528221335","-22"
"1548528221336","0"
"1548528221339","-22"
"1548528221340","0"
"1548528221341","-22"
"1548528221343","0"
"1548528221349","-22"
"1548528221350","0"
"1548528221351","-22"
"1548528221352","0"
"1548528221356","-22"
"1548528221357","0"
"1548528221358","-22"
"1548528221359","0"
"1548528221367","-22"
"1548528221368","0"
"1548528221369","-22"
"1548528221370","0"
"1548528221444","-23"
"1548528221445","0"
"1548528221446","-23"
"1548528221447","0"
"1548528221469","-23"
"1548528221470","0"
"1548528221471","-23"
"1548528221472","0"
"1548528221482","-23"
"1548528221483","0"
"1548528221484","-23"
"1548528221485","0"
"1548528221494","-23"
"1548528221495","0"
"1548528221496","-23"
"1548528221497","0"
"1548528221500","-23"
"1548528221502","0"
"1548528221503","-23"
"1548528221504","0"
"1548528221510","-23"
"1548528221511","0"
"1548528221512","-23"
"1548528221513","0"
"1548528221515","-23"
"1548528221516","0"
"1548528221517","-23"
"1548528221519","0"
"1548528221524","-23"
"1548528221525","0"
"1548528221526","-23"
"1548528221527","0"
"1548528221530","-23"
"1548528221531","0"
"1548528221532","-23"
"1548528221533","0"
"1548528221539","-23"
"1548528221540","0"
"1548528221541","-23"
"1548528221542","0"
"1548528221545","-23"
"1548528221546","0"
"1548528221547","-23"
"1548528221548","0"
"1548528221555","-23"
"1548528221556","0"
"1548528221557","-23"
"1548528221558","0"
"1548528221562","-23"
"1548528221563","0"
"1548528221564","-23"
"1548528221565","0"
"1548528221575","-23"
"1548528221576","0"
"1548528221577","-23"
"1548528221578","0"
"1548528221621","-22"
"1548528221622","0"
"1548528221623","-22"
"1548528221624","0"
"1548528221636","-22"
"1548528221637","0"
"1548528221638","-22"
"1548528221639","0"
"1548528221646","-22"
"1548528221647","0"
"1548528221648","-22"
"1548528221650","0"
"1548528221659","-22"
"1548528221660","0"
"1548528221661","-22"
"1548528221662","0"
"1548528221667","-22"
"1548528221668","0"
"1548528221669","-22"
"1548528221670","0"
"1548528221678","-22"
"1548528221679","0"
"1548528221680","-22"
"1548528221681","0"
"1548528221685","-22"
"1548528221686","0"
"1548528221687","-22"
"1548528221688","0"
"1548528221694","-22"
"1548528221695","0"
"1548528221696","-22"
"1548528221697","0"
"1548528221700","-22"
"1548528221701","0"
"1548528221702","-22"
"1548528221703","0"
