"461794","0","170.0","542.0","0.58750004","0.21428573","0.0","0.0","0.0"
"461807","0","173.0776","542.5194","0.58750004","0.21428573","566.92017","152.84471","0.0"
"461824","0","184.86052","546.103","0.58750004","0.23214287","1004.0531","328.28467","0.0"
"461840","0","203.1004","551.0167","0.6","0.23214287","1345.1688","396.0598","0.0"
"461857","0","235.50867","553.0565","0.6125","0.23214287","2083.0547","240.36719","0.0"
"461874","0","267.4508","553.44995","0.6125","0.23214287","2448.1958","110.09496","0.0"
"461890","0","311.2183","550.11145","0.6375","0.23214287","2864.8943","-92.23154","0.0"
"461907","0","366.65112","542.4145","0.6375","0.23214287","3407.095","-405.3772","0.0"
"461923","0","436.2271","527.7078","0.65000004","0.23214287","4143.8203","-802.02234","0.0"
"461940","0","502.66965","512.1931","0.65000004","0.23214287","4718.737","-1148.66","0.0"
"461956","0","567.0","498.0","0.65000004","0.25","4899.9204","-1276.7098","0.0"
"461973","0","640.5369","485.49338","0.65000004","0.25","4617.4707","-1099.6677","0.0"
"461990","0","705.9529","478.05612","0.65000004","0.26785716","4207.1235","-710.67633","0.0"
"462006","0","764.037","476.0","0.65000004","0.26785716","3726.5347","-233.16716","0.0"
"462023","0","816.4587","478.496","0.65000004","0.26785716","3327.8147","174.6177","0.0"
"462040","0","865.87634","483.98456","0.65000004","0.26785716","2890.9768","532.7844","0.0"
"462056","0","895.5796","491.34985","0.65000004","0.26785716","2055.943","697.17834","0.0"
"462073","0","912.4601","499.96808","0.65000004","0.26785716","1132.4917","752.8904","0.0"
"462089","099999","918.9364","507.8728","0.65000004","0.26785716","98.319275","690.55096","0.0"
"462094","09999","920.0","510.0","0.65000004","0.26785716","0.0","0.0","0.0"
"462102","09999","920.0","514.0","0.65000004","0.26785716","0.0","0.0","0.0"
"462106","099999","918.65753","516.2375","0.65000004","0.26785716","-663.2171","605.2784","0.0"
"462123","0","897.6698","531.6651","0.675","0.26785716","-1335.3876","701.9718","0.0"
"462140","0","838.50464","548.4989","0.675","0.26785716","-2847.5044","981.58234","0.0"
"462156","0","778.30774","555.8547","0.675","0.26785716","-4442.235","976.1738","0.0"
"462173","0","704.86505","559.50336","0.675","0.26785716","-5568.7974","601.48236","0.0"
"462190","0","624.7619","565.7093","0.675","0.26785716","-6025.005","171.62317","0.0"
"462206","0","530.37823","581.70984","0.675","0.26785716","-6056.967","244.32759","0.0"
"462222","0","451.80096","600.6283","0.675","0.26785716","-5793.779","839.7466","0.0"
"462239","0","378.2941","622.05884","0.675","0.26785716","-5325.25","1468.1798","0.0"
"462257","0","312.9309","646.08356","0.675","0.26785716","-4318.619","1740.1985","0.0"
"462273","0","261.9466","670.06616","0.675","0.26785716","-3279.9622","1757.5833","0.0"
"462290","0","227.05591","688.1151","0.675","0.26785716","-2088.1995","1464.5988","0.0"
"462306","0","208.0","705.0","0.675","0.26785716","-1026.7443","1152.8905","0.0"
"462323","0","197.50475","723.9842","0.675","0.26785716","-12.021632","942.2973","0.0"
"462334","09999","196.0","738.0","0.675","0.26785716","0.0","0.0","0.0"
"462339","099999","197.53513","742.6054","0.675","0.26785716","663.981","935.2135","0.0"
"462355","0","218.01923","763.21155","0.675","0.26785716","1265.7834","1090.072","0.0"
"462373","0","274.68112","782.31683","0.675","0.26785716","2806.2593","1282.8225","0.0"
"462389","0","351.0554","786.0414","0.675","0.26785716","4806.6367","886.05286","0.0"
"462406","0","433.9913","776.27704","0.675","0.26785716","6323.2383","-93.51413","0.0"
"462422","0","522.57086","762.91846","0.675","0.26785716","6983.8013","-1098.897","0.0"
"462439","0","600.0269","752.6637","0.675","0.26785716","6353.4385","-1561.8185","0.0"
"462456","0","666.59375","749.0","0.675","0.26785716","5051.4204","-1139.4603","0.0"
"462473","0","710.70105","749.51184","0.675","0.26785716","3373.2952","-312.65775","0.0"
"462488","0","733.231","750.0","0.675","0.26785716","1596.6821","247.82182","0.0"
"462505","0","745.4221","751.0","0.675","0.26785716","130.13422","377.3375","0.0"
"462523","099999","748.52637","751.0","0.675","0.26785716","-789.7304","245.0854","0.0"
"462526","09999","749.0","751.0","0.675","0.26785716","0.0","0.0","0.0"
"462539","099999","747.4622","751.76886","0.675","0.26785716","-1176.1414","87.4795","0.0"
"462542","09999","747.0","752.0","0.675","0.26785716","0.0","0.0","0.0"
"462551","09999","703.0","778.0","0.675","0.26785716","0.0","0.0","0.0"
"462555","0","670.94617","795.5294","0.675","0.26785716","-2533.1663","970.00214","0.0"
"462559","0","639.0","813.0","0.6375","0.26785716","-3412.6074","1510.2458","0.0"
"462576","099999","639.0","813.0","0.6375","0.26785716","-3412.6074","1510.2458","0.0"
"462626","099999","329.0","1003.0","0.6375","0.26785716","0.0","0.0","0.0"
"462638","0","324.7955","1005.3227","0.6375","0.26785716","-757.00903","461.0827","0.0"
"462656","0","315.18307","1009.90845","0.65000004","0.26785716","-711.542","313.40607","0.0"
"462672","0","308.93707","1012.0","0.65000004","0.2857143","-430.44318","132.3234","0.0"
"462675","09999","308.0","1012.0","0.6625","0.2857143","0.0","0.0","0.0"
"462684","09999","307.0","1013.0","0.6625","0.2857143","0.0","0.0","0.0"
"462688","099999","307.0","1013.4996","0.6625","0.2857143","-121.34677","26.958271","0.0"
"462692","09999","307.0","1014.0","0.6625","0.2857143","0.0","0.0","0.0"
"462701","09999","312.0","1015.0","0.6625","0.2857143","0.0","0.0","0.0"
"462704","0","319.9437","1015.75653","0.6625","0.2857143","458.01828","35.605465","0.0"
"462721","0","389.60382","1009.8759","0.6625","0.2857143","2555.9084","-115.53359","0.0"
"462738","0","470.31793","989.38135","0.6625","0.2857143","5064.319","-741.8433","0.0"
"462754","0","564.9597","967.3387","0.6625","0.2857143","7069.251","-1497.5249","0.0"
"462772","0","654.4474","951.8678","0.6625","0.2857143","7697.9463","-1775.3364","0.0"
"462789","0","738.6585","944.0","0.6625","0.2857143","6786.2793","-1342.3301","0.0"
"462805","0","811.43665","943.0","0.6625","0.2857143","5159.439","-351.18643","0.0"
"462822","0","871.08685","944.44293","0.6625","0.2857143","4005.6855","357.3374","0.0"
"462838","0","909.65735","948.4357","0.6625","0.2857143","2515.6733","619.2984","0.0"
"462855","0","928.4012","951.4802","0.6625","0.2857143","1140.3138","592.457","0.0"
"462872","099999","933.47644","952.0","0.6625","0.2857143","-245.73299","347.07678","0.0"
"462876","09999","934.0","952.0","0.6625","0.2857143","0.0","0.0","0.0"
"462889","099999","933.25806","952.0","0.6625","0.2857143","-1172.7719","118.4408","0.0"
"462893","09999","933.0","952.0","0.6625","0.2857143","0.0","0.0","0.0"
"462902","09999","908.0","957.0","0.6625","0.2857143","0.0","0.0","0.0"
"462905","0","880.00604","963.36224","0.6625","0.2857143","-2278.407","166.43016","0.0"
"462921","0","743.48145","1007.00806","0.6625","0.2857143","-6024.053","1287.5441","0.0"
"462937","0","610.62994","1053.8038","0.625","0.26785716","-9760.222","2919.196","0.0"
"462943","0","576.0","1065.0","0.375","0.21428573","-10958.671","3548.4678","0.0"
"462949","099999","576.0","1065.0","0.375","0.21428573","-10958.671","3548.4678","0.0"
"463001","099999","254.0","1186.0","0.625","0.25","0.0","0.0","0.0"
"463021","0","237.78368","1193.2974","0.6375","0.25","-945.3167","707.6585","0.0"
"463038","0","228.59175","1199.9388","0.6375","0.25","-453.7743","463.28134","0.0"
"463055","0","224.5074","1203.4926","0.6375","0.25","-101.24863","222.18979","0.0"
"463059","09999","224.0","1204.0","0.65000004","0.25","0.0","0.0","0.0"
"463067","09999","226.0","1208.0","0.65000004","0.25","0.0","0.0","0.0"
"463072","0","233.05673","1210.5203","0.65000004","0.25","436.69568","255.82536","0.0"
"463087","0","278.27927","1220.7695","0.65000004","0.25","1936.8541","461.9771","0.0"
"463104","0","349.63702","1228.1057","0.65000004","0.25","4044.5063","550.8463","0.0"
"463120","0","435.54276","1232.9514","0.65000004","0.25","5916.2256","528.4965","0.0"
"463138","0","529.05005","1238.0449","0.675","0.2857143","7281.7305","358.4172","0.0"
"463155","0","623.8903","1245.0363","0.675","0.2857143","7377.0415","241.72186","0.0"
"463171","0","708.20544","1255.6205","0.675","0.2857143","6338.6665","400.43445","0.0"
